NOC ,NVDA,LMT ,DXC ,RTN ,STZ ,CTAS ,MSCI ,HRS ,HII,UNH,GD,AVGO,FISV,BA,ADBE,SPGI,GPN,ALGN,EA,CME ,ETFC,PGR ,NFLX ,NDAQ ,AMZN,TTWO ,FB ,IDXX ,TSS UN,WM UN,MA UN,AOS,ITW,MAR,MMC,CBOE,HUM,SYK,ANTM ,TDG,LRCX ,RSG ,MSFT ,V ,BSX ,BDX ,DPS ,LUV,ATVI
111.169,17.939,144.953,15.585,88.152,79.628,57.201,41.935,65.736,92.169,70.365,99.665,55.041,28.75,113.78,68.01,75.994,34.014,53.46,28.1,60.145,22.55,21.552,64.719,36.292,358.32,19.59,69.85,62.77,29.206,36.261,74.468,22.254,74.834,50.938,43.847,50.917,107.225,76.936,83.619,129.489,49.937,30.265,33.959,53.803,13.39,106.773,47.26,21.573,18.714
110.277,17.91,142.49,15.661,87.97,79.443,57.449,41.915,65.918,92.074,71.057,99.444,57.746,28.82,113.627,67.82,75.585,34.099,53.15,28.27,59.586,22.33,21.734,64.113,35.623,359.8,19.78,69.26,63.065,29.264,36.341,75.07,22.824,75.373,50.701,43.636,50.955,107.05,76.502,83.125,129.636,50.003,30.176,33.896,53.566,13.34,107.109,46.458,21.689,18.694
112.061,17.709,144.223,15.578,88.89,78.968,57.554,41.81,67.373,95.666,71.019,100.319,57.261,28.995,115.377,69.92,75.709,34.636,52.93,28.54,60.062,22.3,21.989,64.604,35.688,360.13,20.02,68.94,63.175,29.428,36.101,75.458,22.996,75.172,51.099,44.021,51.145,107.351,76.54,83.246,130.15,49.243,30.05,34.249,53.606,13.3,107.304,46.512,21.728,18.8
113.004,17.594,144.991,15.56,89.182,78.619,57.869,41.801,67.146,96.284,72.187,100.834,57.559,29.025,115.7,68.63,75.68,35.02,52.33,28.59,60.604,22.47,22.271,63.661,35.66,362.1,19.77,68.46,62.95,29.303,36.919,75.419,23.056,75.419,51.45,44.158,51.249,109.137,75.663,84.467,130.789,49.148,30.661,34.656,53.526,13.1,107.416,46.926,21.709,18.608
112.994,17.508,146.108,15.314,89.446,78.735,57.268,42.25,67.118,98.118,72.028,101.819,57.597,28.815,115.072,67.86,74.474,34.895,52.3,28.09,60.842,21.97,21.934,63.656,35.623,359.78,20,67.41,62.29,29.091,36.723,74.458,22.667,74.815,50.559,43.709,52.548,108.904,75.342,83.395,131.405,48.569,30.598,34.176,52.46,13,107.155,46.539,21.573,18.771
116.01,17.69,147.975,15.511,91.441,80.055,58.117,43.608,67.946,99.343,72.991,103.706,59.099,29.59,116.876,68.6,76.222,35.458,55.13,28.81,62.394,23.16,22.025,64.997,36.989,363.9,20.43,68.8,63.045,29.726,36.803,76.176,22.945,75.492,51.071,44.828,53.677,109.03,77.2,84.672,134.048,48.417,30.841,34.746,53.421,13.23,108.796,46.782,22.126,18.954
115.45,17.843,149.029,15.4,91.714,80.268,57.764,43.168,67.819,98.906,72.86,102.951,58.847,29.14,115.583,68.9,76.801,35.662,54.07,29.09,62.739,23.24,22.098,64.786,37.193,372.37,20.8,71.57,63,29.505,36.777,75.885,22.718,75.309,51.128,44.855,54.303,108.651,76.455,85.372,132.999,49.433,30.688,34.475,52.784,13.38,108.405,46.899,22.32,19.271
115.487,17.594,149.047,15.408,91.532,81.355,58.155,43.742,68.046,99.924,72.533,102.592,59.369,29.33,115.646,68.92,77.457,35.692,54.75,29.21,63.408,23.4,22.234,64.359,37.806,372.16,20.74,70.84,63.335,29.678,36.988,75.332,22.574,75.3,51.802,45.185,54.445,108.176,76.333,85.744,134.034,50.688,30.706,34.511,53.033,13.55,107.866,46.827,22.407,19.396
116.057,17.575,148.806,15.501,92.242,81.413,58.546,43.752,68.348,99.781,72.309,102.629,58.539,29.39,115.359,68.52,77.619,36.14,55.28,29.38,63.581,23.5,22.234,64.053,37.89,372.06,21.21,69.8,63.365,29.63,37.149,75.632,22.787,75.675,51.982,45.442,54.332,107.642,76.983,85.754,132.617,50.688,30.778,34.285,53.436,13.7,108.25,47.089,22.387,19.339
114.582,17.317,147.832,15.272,91.75,81.452,58.05,43.742,68.632,100.315,72.757,101.635,58.586,29.325,113.878,68.04,77.942,36.075,55.6,29.21,63.383,23.48,22.28,62.85,37.407,370.53,20.81,72.03,63.775,29.562,37.122,75.099,22.676,75.208,51.413,45.662,53.554,107.603,77.134,86.419,132.044,50.431,30.76,34.213,53.421,13.46,108.287,47.26,22.872,19.512
113.695,17.489,146.331,15.309,90.311,80.084,57.592,43.981,68.256,98.658,72.664,100.328,57.858,29.315,112.783,67.47,76.897,36.095,54.28,29.8,62.706,23.27,22.298,62.497,36.738,368.82,20.72,70.1,63.795,29.534,37.042,75.594,22.24,74.934,51.27,45.479,53.222,107.099,76.974,87.131,131.89,50.298,30.571,34.394,53.819,13.18,108.035,47.719,23.046,19.3
114.301,17.537,146.385,15.238,90.849,80.637,57.411,44.249,67.817,98.877,72.757,100.687,58.94,29.31,111.671,68.06,77.818,36.16,54.32,29.98,62.821,23.57,21.443,62.369,36.719,370.64,21.22,70.88,64.13,29.562,36.44,76.021,22.063,75.053,51.261,45.176,53.725,107.71,76.974,87.712,132.477,50.973,30.436,34.62,53.564,12.88,108.156,47.719,23.163,19.81
112.92,16.982,145.465,15.102,90.02,79.822,56.877,43.293,66.994,97.392,72.204,99.407,58.474,28.73,109.391,67.08,75.842,35.324,52.38,29.71,61.772,23.26,21.279,61.437,36.179,371.51,20.88,68.83,63.045,29.283,36.278,74.352,21.558,74.121,50.957,45.222,54.237,106.38,76.587,87.384,132.969,50.289,30.239,34.276,52.303,12.74,107.894,47.065,22.872,20.05
113.386,17.058,145.099,15.198,91.167,80.045,56.657,43.235,66.372,97.439,70.976,99.076,58.474,28.62,110.486,67.19,75.576,35.304,52.74,29.6,62.251,23.49,21.552,60.641,36.654,373.74,21.5,67.72,63.955,29.024,36.638,74.08,21.266,73.398,51.118,45.029,55.527,106.254,75.691,87.459,131.809,49.975,29.96,34.104,52.301,13.01,108.044,47.537,23.182,20.195
114.385,17.058,146.573,15.354,91.96,79.424,56.915,43.627,67.314,97.002,71.97,99.794,59.155,29.085,112.559,68.17,76.26,35.697,53.45,30.1,62.995,23.76,21.58,60.389,37.027,375.04,21.95,68.74,61.84,29.312,36.862,75.526,21.641,74.761,51.308,45.827,55.593,108.244,76.182,89.145,133.256,50.612,30.319,34.421,53.014,12.98,108.297,47.846,23.24,20.612
115.767,17.46,146.492,15.565,92.279,80.307,57.459,43.637,67.607,97.401,73.132,100.705,59.792,29.215,111.321,68.52,75.376,36.349,54.78,30.24,62.706,24.43,21.507,60.036,35.88,378.77,22.26,69.19,62.47,29.756,37.086,76.583,21.808,74.742,51.631,45.974,54.161,110.097,76.879,91.543,133.88,52.094,30.661,35.778,53.637,13.21,109.411,47.891,23.163,20.486
114.731,17.767,143.741,15.57,90.53,79.249,56.848,43.283,67.744,96.221,74.97,99.435,60.344,29.055,109.705,67.63,74.892,36.09,54.16,30.23,62.541,24.67,21.316,60.013,34.948,373.23,21.79,68.24,61.87,29.611,36.97,75.992,21.516,73.746,51.45,45.46,53.307,113.504,76.587,92.799,133.109,51.771,30.751,35.524,53.023,13.15,108.334,47.474,23.037,20.428
114.227,17.776,142.874,15.715,89.783,80.016,57.802,43.493,67.964,95.859,76.442,98.726,61.188,29.22,111.042,68.49,73.562,36.309,54.72,30.25,63.54,25.14,21.661,60.61,34.939,368.97,21.68,66.97,61.77,29.766,36.871,76.089,21.182,73.746,51.232,45.598,53.743,115.27,76.663,93.417,133.329,53.614,30.706,36.483,52.55,13.1,108.334,47.683,23.143,20.311
113.797,17.747,140.614,15.668,88.808,80.588,56.963,43.34,67.278,94.726,76.264,98.57,59.867,28.875,110.01,67.14,73.03,36.12,53.92,29.75,63.978,24.86,22.025,57.999,34.986,360.62,21.77,67.24,60.875,29.563,36.566,73.74,21.089,73.828,52.418,45.809,53.098,113.533,76.248,93.473,134.416,53.557,30.589,36.329,52.917,12.82,107.313,47.891,22.465,20.175
112.994,17.661,141.32,15.415,88.653,78.793,56.428,42.499,66.436,95.088,76.208,98.109,59.173,28.29,110.764,65.24,71.966,35.821,52.75,29,63.639,24.2,21.925,54.129,35.498,351.85,21.53,64.1,60.865,29.158,36.368,75.099,21.136,73.261,52.323,45.13,53.658,110.427,74.786,94.598,134.357,53.585,30.436,36.637,52.296,12.84,106.367,47.556,22.649,19.894
114.031,17.661,143.446,15.361,89.318,79.977,56.686,40.854,66.93,95.545,76.039,99.094,59.96,28.16,111.303,65.81,72.156,34.89,52.91,29.29,63.226,24.02,21.971,52.977,35.554,354.71,21.24,64.89,61.09,28.965,36.458,73.051,21.576,74.249,52.636,45.185,54.047,110.825,75.38,93.399,135.979,53.766,30.436,36.492,51.739,13.26,107.07,47.882,22.969,19.991
113.592,17.259,142.615,15.088,88.435,79.831,56.018,39.945,66.125,94.631,76.452,98.183,58.845,27.845,110.863,63.9,71.7,34.099,52.07,28.57,61.971,23.53,21.734,53.183,35.042,343.41,20.86,60.39,60.775,28.502,36.377,71.528,20.811,73.746,52.731,44.883,53.174,109.593,75.05,93.605,135.458,52.398,30.283,35.995,51.095,13.23,107.276,48.454,22.717,19.991
111.986,17.029,141.936,14.909,88.845,79.618,56.009,40.041,65.823,95.164,75.964,97.916,58.817,27.705,110.576,64.53,70.807,34.791,51.43,28.48,61.062,22.8,21.616,52.026,34.613,338.47,21,60.97,60.775,28.656,36.718,71.169,20.996,73.369,51.953,44.58,53.573,109.009,75.604,91.534,135.231,51.742,30.454,35.606,51.116,13.21,107.847,48.754,22.445,19.661
113.732,17.135,143.419,14.956,89.856,80.734,56.276,40.271,65.75,95.107,76.527,99.14,60.063,27.945,111.697,64.88,71.263,35.07,50.73,28.53,60.988,22.59,21.807,51.267,34.222,338.29,21.48,60.01,60.795,29.361,36.943,71.052,21.289,74.214,52.598,44.553,52.88,110.001,76.238,93.117,134.988,51.771,30.49,36.456,50.245,13.2,108.222,48.962,22.445,19.855
115.198,17.144,145.831,15.088,90.539,82.441,56.867,41.141,66.921,97.354,76.873,100.263,60.344,28.345,112.622,65.74,72.488,35.408,51.79,29.01,61.144,23.02,22.025,50.29,34.427,336.37,21.93,60.24,60.7,29.351,37.769,72.488,21.349,74.738,53.149,45.204,53.687,109.651,77.118,93.267,135.972,52.255,30.943,37.08,51.138,13.52,109.664,49.425,22.882,19.845
115.73,17.853,146.251,15.256,90.85,82.81,57.439,41.896,67.525,98.363,76.733,100.963,60.944,28.645,115.063,65.93,73.923,35.951,53.59,29.47,60.021,23.76,21.907,52.099,33.345,342.99,21.92,62.62,60.825,29.303,37.643,72.595,21.511,75.538,54.012,45.387,53.421,110.186,77.507,92.836,137.051,52.844,31.016,37.469,50.863,13.62,109.833,48.79,23.201,20.088
116.328,17.738,147.135,15.331,91.473,82.373,56.915,41.887,68.485,99.163,76.517,101.819,60.56,28.84,115.153,65.48,73.068,35.782,54.24,29.13,59.699,23.7,21.925,51.84,34.464,341.96,21.74,62.72,61.16,29.254,37.446,72.488,21.716,76.411,54.003,45.653,52.406,109.116,77.895,92.115,136.28,54.127,31.206,37.406,50.853,13.69,109.739,48.763,23.327,20.175
116.729,17.929,146.287,15.227,91.684,82.364,56.371,41.848,67.863,99.477,77.117,102.077,59.895,28.88,115.575,62.45,72.555,35.672,53.59,28.87,59.625,22.17,22.28,50.67,33.961,333.62,21.57,59.49,62.1,29.119,37.562,72.323,21.702,76.843,53.69,45.671,51.932,110.984,79.636,92.977,135.774,54.801,31.242,37.098,50.936,13.77,109.973,48.799,23.269,19.651
112.686,17.374,142.588,15.088,89.457,81.82,55.56,41.189,66.253,95.973,76.442,99.683,57.899,28.65,114.318,61.32,71.415,33.999,54.81,28.6,58.319,20.43,22.071,48.187,33.83,323,21.2,56.75,60.975,28.868,37.553,70.043,21.391,76.797,52.94,45.039,50.974,109.155,78.188,91.431,132.661,53.205,31.27,36.067,49.205,13.5,108.971,48.744,23.075,19.534
111.379,17.432,140.918,14.797,88.816,78.395,55.083,40.433,65.265,95.031,76.02,99.094,56.55,28.215,112.712,60.47,71.111,33.048,52.94,28.34,55.833,19.97,21.925,48.286,33.355,317.76,20.83,56.95,60.01,28.588,37.347,69.324,20.778,75.437,52.94,44.268,49.01,108.951,76.891,90.513,130.73,52.094,31.106,36.004,48.188,13.22,108.128,48.717,22.707,18.865
110.987,18.054,139.944,14.924,88.293,79.055,55.341,40.777,65.366,93.517,75.626,97.925,56.372,28.38,111.419,61.82,71.291,33.357,52.35,28.73,57.105,19.98,21.971,49.841,32.441,327.07,21.17,58.19,60.485,28.82,37.706,69.508,20.778,75.593,53.063,44.075,48.479,108.241,76.92,90.55,129.357,51.79,31.333,36.022,47.994,12.91,106.545,46.848,22.785,19.166
112.341,18.035,141.891,15.045,91.116,78.24,55.551,41.217,66.171,95.459,76.311,100.036,58.527,28.52,113.869,63.46,72.773,33.556,54.16,28.16,57.436,21.18,21.88,50.433,32.507,331.81,20.35,62.41,61.27,29.37,37.679,71.491,21.006,76.595,53.765,44.729,49.674,110.799,77.715,90.7,131.391,53.205,31.55,36.61,49.167,13.54,108.166,47.719,23.405,19.263
109.39,17.594,138.854,14.619,88.962,77.726,54.148,40.232,63.948,94.64,74.998,97.879,56.082,27.9,110.962,61.49,69.743,33.063,50.61,27.22,56.477,20.28,21.652,47.819,32.516,317.11,20.33,59.16,59.82,28.366,37.149,69.168,20.727,75.336,52.485,43.715,48.489,106.674,75.386,89.698,128.542,50.422,31.233,35.606,47.748,12.93,105.506,47.256,22.416,18.816
108.933,17.345,137.416,14.401,88.348,75.708,53.881,39.898,63.646,93.46,74.023,97.212,54.836,27.525,109.553,60.5,68.384,32.774,49.39,26.67,55.304,19.79,21.516,46.673,32.404,311.73,19.78,58.53,58.75,27.807,36.862,66.748,21.02,74.683,52.466,43.374,48.138,105.215,75.121,89.051,127.257,50.003,30.862,35.47,46.582,12.69,104.138,46.457,22.048,18.486
110.175,17.537,139.202,14.783,89.365,75.679,53.719,39.735,63.427,93.793,74.239,97.342,55.107,27.765,110.612,61.39,69.334,32.928,49.15,27.28,55.552,19.92,21.752,47.369,32.069,315.91,19.97,58.89,59.195,27.7,37.167,69.178,20.751,75.023,52.579,43.669,47.834,106.276,75.538,89.361,127.441,50.013,31.106,35.443,47.62,13.31,105.59,46.457,21.816,18.68
111.034,17.661,140.605,14.899,89.741,75.65,53.748,39.477,64.46,95.021,74.548,98.796,55.22,28.105,111.527,62.11,69.714,33.277,51.05,27.47,55.998,20.36,21.67,46.61,31.808,316.08,19.53,59.09,59.07,27.961,37.167,70.121,21.201,75.501,53.225,44.047,47.844,106.665,75.32,90.382,129.445,49.756,31.143,35.959,48.34,13.35,106.555,46.902,22.194,18.515
112.602,17.7,142.436,15.177,90.758,77.377,54.339,40.28,65.32,96.497,73.311,100.166,55.566,28.56,113.115,63.04,71.662,33.785,51.68,27.59,56.775,20.84,21.816,47.344,32.367,323.68,20.05,59.72,59.12,28.308,37.85,71.851,21.317,76.595,53.32,44.526,48.859,105.838,74.828,89.614,130.701,49.509,31.577,36.547,49.598,13.5,105.777,47.556,22.814,18.884
113.909,17.767,143.16,15.152,91.767,78.376,54.978,40.328,66.061,99.048,71.051,100.981,57.047,28.79,114.803,64.04,72.84,33.805,53.4,27.57,57.246,21.04,21.789,49.391,32.628,324.91,20.51,58.94,58.97,28.415,37.733,72.045,21.586,77.385,53.367,44.49,49.513,101.888,74.572,86.194,132.888,50.108,31.224,36.194,49.264,13.65,105.993,47.683,22.765,19.117
114.105,17.91,144.268,15.095,92.995,78.599,54.749,40.538,66.198,98.963,70.273,101.203,57.984,28.59,114.713,64.3,72.688,33.72,52.25,27.98,57.353,21.01,21.68,49.784,33.066,330.87,20.53,61.24,59.165,27.951,37.58,72.22,21.72,77.743,53.357,44.434,49.371,102.511,75.235,87.159,133.116,50.136,31.297,36.13,49.543,13.72,106.901,47.692,22.862,19.117
111.846,18.063,139.98,15.06,91.189,78.483,55.14,40.701,66.546,98.658,71.032,100.036,59.436,28.54,114.471,64.48,72.878,33.755,52.06,28.12,58.765,21.65,21.607,53.271,34.128,329.32,20.85,63.03,59.375,28.183,37.67,72.434,21.678,78.212,54.126,44.637,50.025,104.943,74.534,88.246,133.197,50.403,31.423,36.176,49.742,13.75,106.957,47.546,23.192,19.321
113.592,18.274,144.705,14.867,91.858,77.862,55.179,40.433,66.555,99.105,70.629,103.314,60.522,28.305,117.235,64.39,72.887,33.212,52.45,28.15,58.98,21.5,21.543,50.5,34.119,324.58,20.89,61.36,59.94,27.778,37.697,71.297,21.929,78.478,54.278,44.692,49.959,104.933,74.203,88.714,132.852,49.642,31.577,35.904,49.47,13.69,106.498,49.443,23.337,19.059
111.276,18.437,143.49,14.701,87.908,77.095,55.398,40.433,65.988,98.839,71.81,102.24,61.253,28.335,116.544,63.22,72.194,33.073,50.8,28.1,58.567,22.67,21.77,49.153,33.802,337.15,20.88,60.87,60.325,28.366,38.46,72.259,22.114,78.671,54.676,44.701,50.205,105.857,73.72,90.447,131.912,55.353,31.478,36.058,49.607,13.75,106.817,48.844,23.521,19
111.099,17.929,143.91,14.45,86.973,76.688,54.902,39.869,65.512,95.735,70.938,100.934,58.405,27.945,115.467,61.61,71.301,32.724,50,28.21,58.146,22.4,21.634,46.011,33.597,303.83,20.36,57.71,61.875,28.752,38.64,68.673,21.878,77.624,54.297,44.812,49.741,106.207,72.622,89.941,128.726,53.557,31.161,36.103,47.127,13.38,105.431,48.626,23.211,18.894
111.211,17.853,144.16,14.428,87.468,77.241,55.236,39.965,65.293,94.326,71.013,99.434,56.944,28.395,114.013,60.4,71.32,32.49,49.17,28.18,58.443,21.81,21.816,44.887,33.83,296.58,20.36,56.14,62.045,29.081,39.331,69.236,21.822,77.633,53.101,44.932,49.769,106.003,72.726,88.967,128.087,53.699,31.487,36.972,47.717,13.58,105.665,50.278,23.105,18.767
112.471,17.891,144.714,14.534,87.89,77.377,55.446,39.888,66.445,96.421,70.507,100.24,57.075,28.75,115.207,60.91,70.351,32.675,50.06,28.06,58.509,22,21.88,45.696,34.017,300.38,20.38,58.15,63.255,29.727,39.421,70.004,21.845,77.899,53.718,45.503,50.187,106.081,73.739,89.37,128.285,53.462,31.668,36.646,48.013,12.73,105.075,49.997,23.444,19.117
113.452,17.68,146.635,14.681,87.505,77.464,56.218,38.769,67.25,98.058,70.357,101.342,59.492,30.39,115.79,61.69,70.237,33.277,50.39,28.3,58.146,22.45,22.052,46.006,34.389,304.13,20.38,59.78,63.22,30.663,39.905,71.481,21.831,78.322,54.961,45.448,50.613,106.762,73.597,94.326,130.59,54.735,31.786,36.547,47.999,12.61,105.871,50.296,23.424,19.428
112.611,17.776,145.483,14.723,87.441,78.842,56.037,39.199,67.214,98.268,70.273,101.638,59.483,30.455,115.287,62.59,70.37,32.884,51,28.74,58.385,22.66,22.716,48.074,34.417,307.89,20.69,61.15,63.86,30.702,39.798,72.133,22.041,78.368,55.549,45.319,50.708,106.441,73.294,94.41,131.266,54.345,31.731,36.185,48.823,12.6,104.522,50.451,23.579,19.389
112.723,17.642,146.421,14.721,87.826,78.716,56.323,39.439,67.113,99.286,70.348,102.786,60.213,30.79,116.616,61.56,70.37,33.187,50.43,28.5,57.469,22.67,22.553,48.664,34.343,308.01,20.77,60.46,64.19,31.204,39.627,71.705,22.307,78.506,56.061,44.665,50.063,105.925,73.663,94.504,131.795,54.649,31.632,35.904,48.427,12.81,105.468,50.796,23.434,19.36
112.929,17.834,147.511,14.733,88.651,79.385,56.342,39.391,67.278,98.601,70.535,103.592,60.195,30.87,118.428,61.44,71.852,33.302,50.33,28.76,57.617,22.45,22.607,49.197,34.203,310.05,20.64,61.22,64.94,31.561,39.6,72.716,22.125,78.616,55.862,44.849,50.547,107.122,74.619,95.975,134.518,54.355,31.668,35.669,49.069,13.07,106.302,50.696,23.512,18.855
111.687,17.47,146.054,14.52,87.936,78.26,56.276,39.458,67.424,97.125,70.563,103.444,63.09,30.765,117.414,59.44,72.384,33.322,49.03,28.05,56.626,21.57,22.352,46.599,33.83,297.38,20.79,58.53,64.965,31.32,39.115,71.734,21.756,78.423,55.027,44.112,49.314,106.801,74.818,95.872,131.156,53.87,31.641,35.334,48.65,12.95,107.098,50.959,23.453,18.748
112.901,17.489,146.689,14.393,89.622,76.765,56.963,40.299,68.485,98.772,73.048,103.666,62.593,30.845,117.64,58.63,72.27,33.67,48.19,33.95,58.121,21.69,22.38,45.791,34.361,292.71,21.42,57.39,64.69,31.262,39.466,71.792,21.761,79.14,55.132,44.895,48.441,115.809,75.178,98.13,131.391,54.022,31.84,35.66,49.441,12.77,108.035,51.44,23.453,20.399
113.19,17.709,146.858,14.398,89.466,76.911,56.81,39.611,68.549,95.926,72.092,103.638,63.661,30.765,117.838,59.08,73.695,33.909,48.04,34.28,57.138,21.23,22.389,45.951,34.072,288.32,20.85,56.76,65.425,31.194,39.564,72.152,21.925,79.14,54.923,44.766,48.346,113.542,75.765,96.762,133.101,54.079,31.759,35.859,49.963,12.8,109.121,51.331,23.705,20.195
113.032,17.278,147.564,15.477,89.054,76.96,57.048,39.725,68.458,95.421,72.148,104.434,63.155,30.5,118.317,59.59,74.759,34.198,49.45,35.12,57.485,21.1,22.407,46.936,33.895,292.24,20.38,57.24,65.65,31.021,39.43,72.288,22.004,79.241,55.189,45.098,48.195,116.772,76.314,97.914,132.154,54.326,31.741,35.769,49.941,12.73,109.936,51.649,23.608,20.185
114.32,17.786,149.119,15.413,90.117,77.745,57.592,41.447,69.382,96.383,72.889,106.342,64.767,30.8,119.671,60.7,75.5,34.019,51.3,35.31,58.575,21.77,22.589,49.35,34.324,302.86,20.67,59.83,66.23,31.397,39.394,72.91,22.695,80.105,56.185,45.411,48.897,120.254,76.768,100.257,131.728,55.343,31.885,36.158,50.152,12.93,110.526,51.866,24.171,20.068
114.908,17.499,149.762,15.294,91.143,78.444,57.812,40.835,69.418,96.821,73.17,106.749,64.42,30.635,120.438,60.81,75.148,33.556,51.01,35.04,58.311,21.46,22.762,49.591,34.026,304.64,20.63,59.83,64.44,31.04,39.6,72.725,22.293,79.857,55.853,45.208,48.242,118.601,76.058,99.732,134.893,54.383,31.904,36.823,50.237,12.8,110.151,51.939,24.209,19.903
113.667,17.326,147.636,15.172,89.265,77.483,57.611,40.328,69.125,94.917,72.354,106.166,64.186,30.245,120.022,60.88,73.638,33.571,50.09,34.13,57.667,20.73,23.135,50.269,34.044,297.62,18.99,59.23,63.99,30.567,39.51,72.016,22.069,79.241,55.578,44.996,47.597,116.723,75.831,99.001,135.825,53.519,31.695,36.659,50.094,12.79,109.786,51.948,24.142,19.69
111.286,17.231,146.099,15.189,88.037,77.483,57.401,40.29,68.503,91.823,71.707,104.833,63.642,29.845,118.416,60.2,72.583,33.626,49.69,33.79,57.394,19.76,23.016,49.17,33.756,295.19,18.81,57.92,63.395,29.94,39.457,71.025,22.074,78.993,54.961,44.996,46.535,116.305,74.894,98.308,134.797,53.072,31.333,36.076,49.519,12.69,108.447,51.576,23.996,19.496
110.996,17.192,144.813,15.108,87.423,80.481,57.754,40.433,68.824,91.537,71.867,105.147,64.158,29.74,118.055,61.64,74.084,33.8,50.35,34.44,56.733,20.06,23.062,49.983,33.606,297.7,19.09,58.02,63.545,30.104,39.322,71.676,22.331,78.69,55.359,45.135,46.212,115.76,75.822,98.486,134.834,55.6,31.523,36.285,50.082,12.8,108.981,51.921,23.851,19.758
111.743,17.747,144.991,15.229,87.661,80.21,58.355,40.701,68.979,91.394,72.382,106.314,64.008,29.94,118.542,62.2,74.616,34.253,50.79,34.57,58.113,20.07,23.044,52.071,33.746,296.76,19.43,59.21,63.855,30.084,39.403,71.783,22.826,79.085,55.606,45.365,46.335,118.036,75.822,99.713,137.029,56.008,31.587,36.212,50.214,12.83,108.756,51.93,24.345,20.175
109.876,17.541,143.446,15.167,87.45,79.434,57.831,39.572,68.824,90.652,71.876,104.703,63.258,29.615,116.945,61.71,73.695,33.561,50.04,34.38,56.601,19.77,22.871,53.096,33.318,301.19,19.51,58.56,63.78,29.611,38.981,71.579,22.494,78.414,55.872,45.255,45.766,118.027,75.774,99.31,134.034,55.904,31.333,36.148,49.631,12.62,108.081,51.821,24.18,20.224
110.417,17.541,144.625,15.177,87.459,80.113,58.298,40.223,69.263,91.784,72.87,106.157,64.092,29.65,118.19,62.47,74.711,33.68,52.71,34.6,57.84,20.25,22.98,55.8,33.83,305.01,19.22,60.49,63.82,29.718,39.187,73.503,22.541,78.763,55.938,45.697,46.516,119.077,76.077,100.36,135.884,56.483,31.514,36.759,50.151,12.8,108.653,51.975,24.335,20.263
110.641,17.618,144.563,15.157,88.147,80.365,58.708,40.701,69.546,92.537,73.451,106.462,64.345,29.645,118.985,63.15,75.661,33.83,52.72,34.57,58.931,20.44,22.88,55.971,33.886,304.91,18.86,60.52,64.12,29.554,39.035,73.62,22.737,78.901,55.938,45.78,46.819,119.953,76.285,100.566,137.683,56.246,31.577,36.531,49.977,12.68,108.222,51.912,24.49,19.933
112.061,17.781,145.295,15.291,88.926,80.055,58.794,41.074,70.205,93.888,73.854,106.934,66.097,29.915,119.499,64.3,75.89,34.378,54.13,34.88,58.65,20.32,22.825,57.479,33.97,312.24,19.65,61.35,64.295,29.66,38.936,74.3,23.157,79.397,56.414,45.78,47.256,121.101,75.983,101.952,136.809,57.585,31.623,36.549,50.622,12.83,108.372,51.721,24.994,20.078
112.201,18.098,145.572,15.405,88.733,80.967,58.899,41.514,70.836,94.517,74.173,107.731,66.453,30.095,121.087,65.25,77.283,34.517,53.69,35.08,59.203,20.27,22.789,56.973,34.408,310.82,20.05,63.48,64.6,29.64,39.259,74.864,23.255,79.691,56.595,45.955,48.214,121.84,76.068,101.634,137.543,58.725,31.804,36.613,51.202,12.95,109.177,51.54,25.072,19.981
112.294,18.252,144.813,15.395,88.541,80.676,59.042,41.428,70.781,95.337,73.676,108.851,65.675,29.945,121.232,64.84,77.55,34.801,53.18,34.7,59.418,20.19,22.971,57.32,34.837,310.16,20.01,63.51,63.775,29.544,39.726,74.766,23.218,79.508,56.586,45.992,48.233,120.935,78.226,101.072,138.05,58.668,31.867,36.449,51.035,13.15,109.533,51.585,25.615,19.738
112.886,18.223,146.956,15.519,88.871,81.287,59.243,41.581,70.818,94.803,74.417,109.231,66.322,30.145,121.963,65.45,77.893,34.547,55.12,34.76,59.856,20.42,22.889,59.314,35.144,313.78,20.2,63.83,64.05,29.515,39.825,74.63,23.199,79.719,57.766,46.112,48.166,121.169,79.409,101.699,138.233,58.697,32.049,36.75,51.242,12.99,109.589,52.502,25.624,20.146
114.154,18.272,147.407,15.601,89.42,81.626,59.262,41.275,71.048,95.232,74.661,109.37,66.209,30.055,122.062,64.54,77.979,34.159,54.61,35.13,59.476,20.37,22.762,59.69,35.321,312.55,20.63,63.3,64.24,29.206,40.112,74.3,23.054,79.535,58.661,46.333,48.242,121.071,79.977,101.521,138.549,58.944,32.067,37.296,51.281,12.83,110.245,52.366,25.634,20.175
114.539,18.214,147.821,15.475,89.869,81.442,59.357,41.447,70.983,96.358,74.511,109.277,67.118,30.215,122.649,64.64,78.561,34.448,55.01,34.56,59.435,20.46,22.653,60.294,35.2,308.84,19.51,63.08,64.585,29.476,40.229,74.883,23.241,79.903,58.585,46.554,47.833,121.986,80.299,101.512,139.423,59.2,32.121,37.16,50.968,12.88,110.573,52.239,25.945,20.02
