NOC ,NVDA,LMT ,DXC ,RTN ,STZ ,CTAS ,MSCI ,HRS ,HII,UNH,GD,AVGO,FISV,BA,ADBE,SPGI,GPN,ALGN,EA,CME ,ETFC,PGR ,NFLX ,NDAQ ,AMZN,TTWO ,FB ,IDXX ,TSS UN,WM UN,MA UN,AOS,ITW,MAR,MMC,CBOE,HUM,SYK,ANTM ,TDG,LRCX ,RSG ,MSFT ,V ,BSX ,BDX ,DPS ,LUV,ATVI
134.666,18.983,168.526,15.638,95.863,87.69,69.061,44.275,64.093,99.508,93.315,126.887,92.727,34.485,111.49,73.04,84.507,39.272,55.41,45.45,73.982,22.56,23.862,46.72,43.768,306.07,28.12,76.99,73.25,31.514,45.156,82.47,25.258,85.87,74.256,52.525,59.66,139.785,87.155,115.794,162.448,74.975,35.784,43.052,62.223,12.8,128.892,64.69,40.525,19.437
136.46,18.77,169.605,15.386,95.622,87.031,69.061,44.246,63.693,100.352,91.017,127.626,91.896,34.38,113.472,72.32,83.134,38.539,55.08,45.45,73.612,22.22,23.416,45.206,43.09,295.06,27.05,74.69,71.685,31.426,45.422,80.55,25.074,85.842,73.021,52.236,59.66,137.9,86.564,114.941,161.034,73.549,36.005,41.659,61.426,12.95,127.269,64.671,38.576,18.816
136.298,19.536,169.386,15.701,95.251,90.388,70.325,45.062,65.203,102.491,94.141,128.403,93.8,35.025,114.212,74,85.045,39.507,55.45,46.06,75.665,23.26,23.807,47.664,43.834,298.88,27.59,76.11,72.25,32.089,45.57,82.587,25.566,86.557,73.462,53.102,60.207,140.03,88.519,117.205,163.93,74.975,36.115,42.194,62.8,13.02,129.889,65.245,39.102,19.098
140.977,19.613,175.323,16.09,98.368,92.571,71.918,45.676,66.638,105.743,97.084,130.826,96.321,35.845,114.769,74.89,87.245,40.474,56.1,47.24,77.633,23.94,24.335,47.774,45.087,297.73,28.42,78.4,73.99,33.19,46.774,84.722,26,88.628,74.046,53.885,61.828,145.638,91.379,120.995,165.311,77.358,37.171,43.836,64.031,13.26,133.336,66.91,39.59,19.457
142.258,19.807,176.43,16.12,99.12,91.979,76.495,45.984,67.906,106.808,97.322,130.836,94.899,35.66,115.28,74.45,86.486,40.549,56.83,47.46,77.7,24.17,24.153,48.589,45.869,299.9,28.13,79.88,74.12,33.307,46.701,84.254,25.731,89.167,74.122,54.034,61.54,143.097,90.388,121.222,166.549,77.052,36.988,43.965,63.428,13.15,132.747,66.309,39.239,19.661
144.479,20.157,179.723,16.219,101.978,94.016,76.891,46.224,68.689,110.031,97.844,132.305,96.093,36.185,117.098,74.5,86.918,40.748,56.88,47.85,78.163,24.23,24.317,48.097,46.434,306.54,28.56,81.45,74.24,33.287,47.013,84.634,26.151,89.863,75.108,54.379,62.029,142.97,90.578,121.715,166.431,78.057,37.217,44.26,64.044,13.1,132.928,67.327,40.213,19.709
143.606,20.031,179.101,16.191,102.238,96.19,76.891,46.243,68.577,109.935,97.664,132.221,95.496,36.515,118.751,74.38,86.784,40.733,56.84,47.84,78.003,24.27,24.526,48.061,46.293,306.29,28.42,80.61,73.615,33.482,47.096,85.414,26.468,90.272,75.185,54.407,62.039,141.358,92.123,120.265,166.936,78.076,37.474,44.694,64.298,13.06,131.465,67.965,39.941,19.641
144.023,19.953,179.705,16.252,102.507,97.111,77.103,46.493,68.596,110.165,97.502,132.436,95.44,36.325,119.856,74.74,87.11,40.863,57.01,48.06,77.883,24.45,24.48,48.871,45.916,303.03,28.6,80.77,74.34,33.424,47.05,85.55,26.548,90.179,75.003,54.342,61.885,141.056,91.541,120.256,168.915,77.655,37.511,44.408,64.873,13.13,132.833,67.993,40.603,19.758
143.824,19.972,180.08,16.199,102.145,96.966,77.064,46.425,68.773,110.779,97.379,132.295,95.345,36.275,120.212,74.67,86.361,40.649,56.66,48.33,77.72,24.3,24.562,48.579,45.878,309.09,28.99,80.78,74.32,33.531,47.234,85.55,26.751,90.105,75.329,54.099,61.559,141.73,91.198,119.716,168.486,77.492,37.548,44.168,64.628,13.17,132.301,67.651,40.847,19.826
143.378,19.943,178.982,16.156,102.266,96.267,76.823,46.185,68.353,110.3,97.17,131.622,95.98,36.17,120.815,74.13,86.476,40.753,56.33,47.59,77.539,24.32,24.662,48.847,46.02,312.04,28.71,80.02,75.125,33.395,47.4,85.462,26.775,89.885,75.702,54.323,61.943,141.426,91.346,120.389,167.181,77.195,37.566,43.771,64.339,13.23,132.557,67.466,40.857,19.767
143.074,19.759,178.79,16.272,101.959,95.899,76.292,46.243,67.85,109.676,97.664,130.649,95.563,35.995,120.395,73.08,86.591,40.384,56.36,47.38,77.255,24.1,24.753,49.033,45.812,310.3,28.39,79.22,74.85,33.19,47.436,84.77,26.832,89.661,74.955,54.099,61.511,142.689,91.452,121.469,166.339,76.516,37.631,43.375,64.126,13.37,132.861,67.271,41.1,19.651
139.876,19.449,176.174,16.057,100.373,95.249,75.732,45.552,66.946,107.882,95.992,128.768,95.316,35.485,118.705,72.7,85.458,40.265,55.91,47.02,76.223,24.26,24.544,48.801,45.181,310.35,28.03,78.02,74.135,33.093,47.197,83.981,26.652,88.383,74.697,53.335,60.821,140.594,90.275,119.062,165.328,75.942,37.233,42.849,63.556,13.25,132.13,66.327,41.247,19.564
138.994,19.526,176.851,16.108,100.781,94.599,75.742,45.792,66.759,107.355,95.698,129.545,94.843,35.31,118.678,72.34,85.151,40.225,56.2,46.87,75.785,24.01,24.59,49.849,45.087,308.52,28.1,78.45,73.665,33.297,47.593,83.513,26.463,88.364,74.429,53.084,60.763,139.968,89.949,118.863,166.507,76.047,37.529,43.135,64.24,13.22,132.795,66.253,41.607,19.544
136.061,19.196,173.173,15.782,99.489,96.849,74.361,45.36,64.96,105.743,94.122,126.84,93.327,34.91,117.856,71.98,83.643,39.541,56.99,46.57,76.215,23.23,24.317,47.311,44.852,302.19,27.62,77.19,73.155,33.005,47.115,81.164,26,86.18,72.39,52.711,62.7,136.258,88.562,116.779,165.412,75.118,37.317,42.738,62.822,13.81,133.611,66.05,40.584,19.272
136.811,18.614,172.359,15.823,99.134,97.47,74.216,46.675,63.655,109.628,93.932,126.99,91.204,34.945,116.468,70.53,82.433,39.088,57.45,45.96,75.054,22.59,24.017,46.501,44.823,295.29,27.93,76.15,73.39,32.488,47.151,80.989,25.788,84.995,71.48,52.003,63.352,136.15,88.437,118.371,165.833,73.864,37.446,42.111,62.417,13.7,133.355,66.142,39.434,18.913
141.138,18.566,174.582,15.937,100.375,99.983,73.83,47.741,63.823,109.436,94.891,126.504,93.668,35.42,118.276,71.11,83.528,39.546,59.57,46.81,75.922,22.95,24.517,46.743,45.464,298.42,28.1,76.15,74.87,32.829,47.188,82.248,25.977,85.919,73.117,52.692,64.426,138.734,90.112,118.958,168.031,74.247,37.317,42.646,63.253,14.03,136.479,67.105,39.765,18.505
144.413,19.264,178.516,16.118,102.269,104.437,75.046,49.181,65.286,112.947,99.42,129.554,98.349,36.14,120.367,72.92,84.277,42.285,61.44,48.13,76.275,23.58,25.008,47.78,46.17,300.46,28.46,78.18,75.415,33.638,47.731,83.528,26.652,87.991,75.539,53.578,63.774,144.705,91.643,124.633,170.843,76.171,37.659,43.9,64.102,14.59,138.966,68.659,40.818,18.69
144.954,19.342,178.415,16.373,101.429,104.146,74.458,49.901,65.193,111.163,98.49,130.031,99.4,36.035,120.13,71.84,83.557,42.634,62.58,47.51,76.344,23.09,24.48,47.041,45.69,296.93,27.87,77.74,74.995,32.985,47.39,82.463,26.227,87.328,75.367,52.842,63.295,143.648,90.533,122.975,169.513,76.315,37.391,43.531,63.152,14.65,137.324,68.335,39.755,18.35
144.223,19.099,177.912,16.093,99.517,103.787,73.984,49.872,64.205,110.799,97.379,129.03,97.752,35.985,119.518,71.12,82.366,42.245,63.17,47.06,75.329,22.72,24.135,45.547,44.607,291.41,27.87,76.72,75.635,32.8,47.335,81.409,26.331,86.927,74.582,52.273,63.429,142.434,89.978,122.056,169.454,73.998,37.141,42.987,63.028,14.58,136.308,67.762,39.229,18.311
144.251,19.07,177.802,16.08,99.05,103.137,74.834,51.898,63.786,110.242,97.873,128.927,97.202,36.11,119.792,70.59,87.293,42.384,62.65,46.42,74.916,22.99,24.098,46.256,44.004,294.74,27.69,76.45,78,33.005,47.372,81.594,26.218,86.824,74.113,52.376,62.691,143.736,90.169,123.43,171.795,73.281,37.067,42.766,63.212,14.5,134.561,68.28,39.453,18.02
144.356,19.148,176.778,16.159,98.957,105.203,74.892,51.562,63.776,108.909,98.12,129.096,97.97,35.895,119.07,69.99,85.381,42.245,61.06,46.9,73.094,22.49,23.671,46.32,43.015,293.27,27.84,76.28,80.225,32.771,47.648,81.506,26.151,86.647,73.299,52.152,62.355,144.431,89.241,124.879,171.871,72.792,37.039,42.397,61.947,14.5,133.697,69.224,38.44,18.379
144.545,19.012,175.991,15.881,98.789,104.961,74.979,50.794,62.742,108.247,99.193,129.435,96.008,35.86,118.851,70.29,84.796,42.235,59.63,46.64,72.973,21.77,23.889,46.251,43.109,286.95,27.7,74.05,79.165,32.42,47.657,80.324,25.622,86.022,72.849,51.91,62.393,144.793,87.566,127.039,171.551,73.395,37.039,41.954,61.358,14.31,133.564,69.871,37.913,18.01
145.513,19.361,178.132,16.016,98.658,108.279,76.205,51.908,63.049,110.942,100.436,130.713,98.377,36.52,119.436,71.73,87.177,43.701,56.92,48.09,73.119,22.17,23.98,48.191,43.608,290.74,29.21,75.18,79.745,33.258,48.043,81.838,25.825,87.067,72.648,52.86,63.765,146.771,88.475,128.859,171.769,74.257,37.159,42.655,61.799,14.46,133.288,70.75,38.479,19.661
145.893,19.419,179.083,16.037,99.031,107.697,76.07,51.562,63.04,110.117,100.294,129.792,99.372,36.575,119.837,71.49,87.36,43.437,56.24,47.81,73.558,22.5,23.935,49.829,43.288,289.44,29.04,76.24,80,33.317,48.66,82.287,25.755,87.179,73.06,52.944,63.189,145.821,87.729,129.92,171.559,75.137,37.492,42.793,62.257,14.33,133.193,71.99,39.755,19.632
146.377,19.691,178.854,15.917,99.059,107.241,76.707,51.438,63.59,111.192,103.807,130.544,99.855,36.21,120.924,71.54,87.11,43.202,55.9,48.07,73.558,22.02,23.817,58.469,43.052,297.25,29.21,76.74,79.915,33.229,48.494,81.76,25.807,87.478,73.002,52.73,61.29,150.04,88.15,132.336,172.611,76.612,37.465,42.36,62.364,14.39,135.634,72.86,40.769,19.515
148.522,20.031,181.224,16.187,100.384,108.085,77.074,52.206,64.401,114.54,108.109,132.724,99.685,36.815,123.874,73.48,88.051,44.065,58.01,49.36,76.155,22.65,24.271,61.206,43.844,310.32,29.71,77.65,82.67,33.745,48.54,82.405,26.345,88.29,75.128,53.516,63.18,150.402,89.356,135.348,173.487,77.396,37.761,43.476,62.441,14.93,137.836,73.415,44.2,19.991
148.228,20.089,180.629,16.413,99.657,107.318,77.026,52.062,64.97,114.741,106.352,132.828,101.371,37.03,122.943,74.06,88.186,44.03,57.46,49.79,76.112,24.56,24.089,62.494,43.862,312.39,29.86,77.83,83.53,33.97,48.742,82.414,26.246,87.319,75.156,53.048,63.17,148.268,88.715,133.368,175.474,76.975,37.936,43.522,62.609,14.84,136.156,72.647,44.619,20.049
147.611,20.001,179.019,16.22,99.377,108.395,77.209,52.379,65.053,114.655,105.982,131.643,101.135,37.155,122.44,72.74,88.56,44.32,58.2,49.48,76.344,24.19,24.435,63.794,43.872,309.66,30.5,77.5,83.05,33.97,48.936,81.643,26.392,87.478,76.027,52.992,63.698,148.787,88.571,131.407,175.617,77.703,38.186,43.365,62.182,14.96,136.241,73.212,45.223,20.234
145.143,19.041,174.326,15.981,97.772,107.978,77.122,52.119,64.671,114.204,104.463,128.955,99.296,36.62,120.988,71.46,87.773,43.891,58.75,48.41,75.123,23.86,24.271,64.881,43.41,306.75,29.67,75.78,82.44,33.346,48.871,79.856,28.221,87.226,75.252,52.393,63.007,147.564,88.361,130.535,171.475,76.717,38.306,39.353,60.839,14.74,135.036,73.286,44.716,19.874
144.403,18.731,173.136,15.784,97.576,107.008,75.645,51.745,63.618,113.619,102.991,128.203,99.495,36.42,127.527,70.25,85.516,43.586,58.57,54.61,73.231,23.22,24.126,63.209,42.43,303.91,29.89,76.24,81.065,35.49,48.411,78.85,28.046,85.975,73.615,50.941,62.624,145.763,88.763,126.556,170.927,76.305,37.927,37.997,59.717,14.59,133.706,72.601,44.638,20.068
149.879,19.187,176.11,16.003,95.178,108.454,77.122,52.331,63.338,113.667,103.874,126.399,100.945,36.935,134.961,71.64,86.716,43.866,58.67,55.33,74.134,23.65,24.235,63.4,42.553,311.78,30.09,78,81.66,35.763,48.329,79.475,28.046,87.496,73.816,51.185,62.93,146.458,89.653,129.891,173.622,76.449,37.576,38.753,60.114,14.85,133.222,73.175,45.798,20.146
148.949,18.624,172.331,15.453,93.358,107.163,75.983,51.678,62.574,111.854,100.892,125.205,97.486,36.265,132.76,70.13,85.9,43.546,53.05,54.86,73.343,23.05,23.598,63.114,42.958,354.53,29.72,75.91,79.21,34.467,47.299,80.11,28.07,86.88,71.318,50.351,61.828,143.345,87.136,127.864,173.058,73.166,36.706,37.268,61.789,14.81,131.105,71.5,44.034,20.292
151.075,19.031,173.21,15.616,96.465,107.988,77.267,52.196,63.441,113.206,101.88,127.94,97.05,36.72,133.573,71.11,86.726,44.245,55.18,54.97,74.874,23.65,24.146,63.01,44.098,364.47,29.99,74.99,79.13,34.934,47.418,81.037,28.254,88.579,71.605,51.128,61.367,142.894,87.815,128.375,174.262,73.376,36.956,38.08,61.894,14.61,132.472,72.638,43.401,20.515
152.299,19.507,175.652,15.802,99.255,108.007,77.904,52.647,64.476,116.238,102.374,130.6,97.79,37.245,134.559,71.92,90.26,44.674,54.68,54.52,75.037,24.82,24.379,65.274,44.324,363.55,29.84,75.4,78.455,35.636,48.043,81.848,28.769,89.475,73.357,51.606,61.271,145.44,88.753,129.759,174.969,74.305,37.548,38.375,62.972,14.65,134.096,72.009,42.153,21.03
153.59,19.555,175.908,15.95,99.964,108.725,77.248,52.935,64.019,115.94,102.478,130.205,99.306,37.9,134.45,72.28,91.086,44.409,54.3,54.56,76.739,25.3,24.379,64.101,44.842,364.75,28.97,75.63,77.685,35.217,48.025,82.209,29.054,89.456,72.696,51.812,61.847,147.358,88.495,130.412,176.552,74.123,37.511,38.596,64.208,14.96,132.852,72.777,43.508,20.894
154.719,19.875,177.537,16.159,99.666,109.307,77.721,53.291,64.774,115.921,103.333,130.356,100.632,38.56,135.71,73.1,92.085,45.237,55,56.39,78.106,25.11,24.641,64.13,45.502,373.89,28.77,75.61,77.99,35.665,48.375,83.811,29.14,90.595,72.466,52.271,62.47,147.182,89.643,130.014,177.68,74.688,37.825,39.159,65.883,15.13,137.95,71.583,43.342,21.185
153.969,19.788,178.616,16.559,100.263,109.55,77.277,53.8,71.01,116.756,102.174,130.92,99.249,38.49,135.162,72.54,93.689,44.993,54.63,55.14,81.004,25.46,24.641,63.48,46.387,374.28,28.79,74.47,77.37,35.548,48.227,82.19,29.216,90.613,71.049,51.906,59.9,144.617,88.724,128.555,178.598,74.793,37.585,39.122,64.822,14.72,136.08,72.166,43.02,21.467
154.662,19.769,176.586,16.513,99.61,108.531,76.92,54.645,70.506,114.367,101.12,128.711,96.88,38.235,134.778,72.33,93.065,44.803,55.02,54.28,80.669,25.09,24.603,63.296,45.681,370.56,28.32,74.44,76.435,35.149,48.31,82.61,29.183,90.361,70.255,51.784,58.816,144.04,87.949,127.788,175.028,74.353,37.613,39.076,64.347,14.45,133.83,72.064,42.163,21.399
156.484,20.322,179.01,15.507,100.403,110.025,77.798,54.712,70.898,115.585,103.475,129.857,101.428,38.75,135.198,72.76,93.939,45.068,55.74,54.76,81.357,25.62,24.715,64.85,45.737,373,27.79,75.19,77.15,35.558,48.466,82.258,29.53,90.576,73.931,51.962,59.066,148.445,89.059,131.445,175.053,77.128,37.705,39.297,64.126,14.72,134.646,72.906,42.67,21.632
157.813,20.186,179.595,15.825,99.983,110.151,78.146,54.328,71.383,117.005,104.311,128.965,102.281,38.845,135.924,73.01,94.275,45.232,55.8,54.95,81.52,25.63,24.912,64.984,46.331,375.14,27.32,76.51,78.635,35.587,48.338,82.483,29.591,90.268,73.73,52.524,59.497,150.079,88.963,134.05,174.186,77.148,37.613,39.094,64.946,14.58,134.665,73.554,42.397,22.001
158.762,21.631,180.666,16.426,100.216,110.132,79.372,54.923,72.063,119.048,104.301,129.848,103.949,39.225,136.081,74.59,98.145,45.996,57.24,56.2,81.95,25.91,25.267,65.247,46.868,377.17,27.44,76.23,78.68,35.977,48.466,85.471,29.791,91.257,75.644,52.936,59.622,150.481,89.356,134.534,174.009,77.636,37.936,39.749,66.148,14.74,135.767,72.453,42.397,22.272
158.619,21.641,180.181,16.834,99.871,109.666,78.822,54.923,72.455,120.027,103.921,129.341,104.375,39.35,137.588,76.51,98.145,45.836,56.9,56.39,80.755,25.65,25.323,66.586,46.613,381.83,28.4,75.74,79.54,36.143,47.17,85.1,29.839,91.705,76.008,52.73,60.427,149.443,90.447,133.634,175.66,78.689,36.392,40.469,65.835,14.98,136.45,71.204,42.202,22.437
159.056,21.709,180.748,16.984,99.414,110.734,79.034,55.067,72.818,120.401,104.225,129.754,105.057,39.37,137.762,77.13,99.115,45.756,57.63,56.76,80.995,25.86,24.977,67.137,47.028,375.43,28.13,75.6,78.005,36.182,49.607,85.471,29.706,91.64,77.817,52.917,60.044,151.587,90.983,134.306,175.289,78.401,36.873,40.487,66.138,14.84,136.555,71.315,41.51,22.806
159.132,21.456,181.663,17.068,99.871,111.267,79.073,55.212,73.135,123.183,104.235,130.327,104.233,39.525,138.911,77.73,100.854,45.976,56.54,57.61,80.617,25.54,24.986,67.866,47.018,373.37,28.16,76.71,78.34,36.308,50.241,85.676,29.943,91.873,77.971,53.357,59.593,152.115,91.155,134.382,176.081,78.411,37.798,40.441,65.711,16.68,136.621,72.194,42.445,22.729
161.457,21.515,184.536,17.035,100.842,111.364,79.159,55.674,73.377,127.586,104.482,131.126,105.086,39.525,141.282,77.73,100.729,46.011,56.81,57.14,80.978,25.64,24.949,67.8,47.386,379,26.96,79.42,78.27,36.562,50.021,87.112,29.924,91.864,79.55,53.46,59.42,150.04,90.495,135.149,178.489,79.512,37.539,40.413,65.706,16.45,136.146,72.379,42.65,22.641
163.421,21.67,186.621,17.045,101.597,112.305,79.623,55.895,73.023,132.085,106.941,133.692,106.185,39.525,145.472,78.55,100.489,46.26,56.81,57.67,81.038,26.15,24.856,68.314,47.989,383.66,27.01,79.9,79.075,37.059,50.131,88.665,30.095,92.853,79.454,53.498,60.044,152.82,91.155,136.987,179.962,80.249,37.603,40.748,66.658,16.47,138.159,72.934,43.644,22.632
161.827,21.495,188.085,18.27,102.325,111.529,79.835,55.491,72.753,136.613,110.53,132.771,106.934,39.405,142.191,78.1,100.325,46.021,56.54,57.55,81.675,26.04,24.809,67.406,47.847,380.14,27,78.84,79.23,36.932,50.186,88.987,30.21,92.629,79.407,53.385,60.418,161.043,91.49,139.602,187.616,79.617,37.77,41.017,66.66,16.31,139.46,72.962,43.556,22.69
161.514,21.724,189.028,18.041,102.82,112.267,80.299,55.529,73.219,133.985,109.609,133.166,107.246,39.52,141.86,77.68,100.209,45.866,56.56,57.63,82.689,26.43,24.865,67.84,47.715,378.59,26.99,78.45,78.495,37.068,50.094,89.182,30.11,92.844,78.736,53.816,60.12,160.964,90.801,139.536,189.679,80.622,37.613,40.961,66.529,16.62,141.188,73.017,44.2,22.855
160.052,21.559,187.417,17.949,101.859,110.743,80.81,55.125,72.883,136.287,108.299,131.719,106.773,39.45,140.602,78.07,99.891,45.971,56.16,57.39,82.999,26.36,24.818,68.333,47.847,385.37,26.7,79.56,78.545,37.351,50.149,90.501,29.919,93.105,79.034,53.629,59.524,161.875,90.504,139.242,188.138,79.952,37.853,40.868,66.66,16.92,140.628,73.129,43.001,22.777
158.49,21.617,185.547,18.046,101.336,112.335,81.11,54.701,72.464,136.834,107.929,131.051,122.474,39.32,139.425,78.96,99.708,46.305,56.43,57.73,82.56,26.08,24.968,69.004,47.706,384.8,26.54,80.41,79.015,37.419,49.92,89.124,30.186,92.685,79.859,53.385,58.552,159.897,90.342,139.005,186.572,79.808,37.853,40.933,66.841,16.82,141.036,72.351,42.962,22.67
157.918,21.481,184.367,18.061,101.495,111.306,80.598,54.046,72.408,135.577,107.9,130.44,120.929,39.035,138.617,79.1,99.333,45.836,57.35,57.18,82.483,26.04,24.893,67.844,47.254,380.16,26.49,78.97,78.415,37.224,50.103,88.02,29.967,92.265,79.744,53.273,57.763,160.906,90.677,138.75,182.598,78.928,37.853,40.738,66.245,16.9,139.308,72.906,42.143,22.641
159.242,22.006,187.104,18.082,103.062,112.529,81.592,55.452,73.424,137.707,108.631,131.399,122.256,39.435,141.328,79.79,99.708,46.29,57.76,57.45,83.506,26.49,25.304,68.607,47.97,385.66,26.06,79.75,79.73,37.741,50.444,89.866,30.642,92.919,81.404,53.601,57.234,158.576,91.882,139.204,183.65,80.861,38.316,40.766,67.95,17.06,140.562,73.286,43.098,22.573
155.936,21.597,184.256,17.977,100.954,111.723,81.303,55.212,72.184,136.402,107.169,128.852,121.498,39.25,142.954,78.99,99.834,45.906,56.97,56.67,83.489,26.48,25.024,67.816,47.668,384.61,25.21,79.6,78.615,37.195,50.747,88.84,30.048,93.021,80.521,53.385,56.753,156.863,88.466,138.314,183.33,78.287,38.482,40.209,67.22,16.76,138.871,73.091,42.903,22.428
156.221,21.841,183.372,17.842,99.629,111.025,80.878,54.691,71.532,137.489,108.081,128.062,122.616,38.99,141.833,77.63,98.803,45.911,57.15,57.2,82.964,26.52,24.678,67.11,48.064,382.72,25.05,80.9,78.785,37.146,50.646,89.563,30.133,91.649,79.792,52.861,56.339,156.834,88.399,138.844,181.309,77.406,38.297,40.004,66.841,16.79,140.865,72.194,42.952,22.263
155.602,22.26,183.491,17.791,99.815,110.433,80.077,53.362,71.252,135.527,109.002,128.231,123.725,38.98,141.943,78.62,99.044,46.155,57.89,57.38,83.248,26.97,24.79,66.807,47.838,387.83,25.21,81.21,78.945,37.107,50.475,90.637,30.162,92.508,79.552,53.367,56.724,158.684,88.992,139.129,181.318,77.31,38.223,40.051,66.934,16.97,141.948,73.008,43.04,22.612
152.867,21.958,182.164,17.537,98.182,107.609,79.439,53.41,70.53,131.861,107.188,126.511,121.185,38.765,140.703,77.55,97.724,45.177,57.09,56.36,82.47,27.85,24.529,64.874,47.282,380.09,24.81,80.01,77.265,36.532,49.688,88.665,29.972,91.248,78.228,52.767,57.628,156.354,86.198,138.115,179.449,76.736,37.825,39.354,65.764,16.56,138.115,72.499,42.259,22.399
153.687,22.016,184.081,17.605,99.731,111.801,80.946,53.613,70.417,133.997,109.106,127.752,120.456,39.07,142.2,77.93,99.689,45.123,56.49,56.67,83.464,27.93,24.669,63.661,47.763,378.56,24.82,79.44,76.21,36.864,49.706,88.987,30.262,92.107,79.149,52.936,58.158,158.909,87.107,139.628,180.821,77.494,37.918,39.809,66.272,16.6,138.43,72.906,42.357,22.641
150.894,22.396,182.091,17.142,97.921,111.151,78.957,52.707,68.345,132.112,106.789,124.716,118.56,38.365,140.059,76.01,97.839,44.04,56.86,55.05,82.367,27.55,24.267,62.151,46.764,369.51,24.33,77.55,75.24,36.201,49.002,86.76,29.919,90.277,77.978,52.093,58.302,155.639,86.418,137.278,179.348,74.789,37.252,39.047,64.754,16.42,135.742,72.129,41.908,22.078
150.599,22.279,181.75,16.974,98.388,112.17,78.85,53.776,67.998,133.632,107.394,124.35,118.125,38.475,138.911,76.01,98.812,44.519,56.93,55.09,83.222,27.72,24.585,62.884,46.622,366.37,24.42,77.57,74.985,36.454,48.798,84.934,30.029,89.773,77.796,52.177,58.427,157.597,86.571,137.373,180.324,75.086,37.113,39.001,64.644,16.58,134.407,71.13,42.786,22.146
152.476,22.075,183.196,17.343,99.759,114.479,79.999,55.077,67.998,135.305,109.452,125.637,119.508,39.12,139.71,77.4,101.134,45.133,56.99,55.06,84.121,27.98,25.033,64.046,47.236,374.24,24.47,78.93,75.16,37.068,49.169,87.161,29.981,91.537,79.456,52.88,57.455,160.808,87.997,140.304,182.109,74.558,37.4,38.109,65.823,16.89,136.361,72.219,43.889,22.127
150.151,22.104,181.657,17.157,99.395,112.975,79.71,54.653,67.425,134.036,109.805,124.246,118.447,38.7,139.278,77.62,100.479,44.484,55.98,55.3,83.689,27.98,24.743,62.629,47.482,370.58,25.43,78.05,74.5,36.932,49.382,85.696,29.496,91.145,78.765,52.542,57.166,162.981,87.365,142.73,180.88,75.508,37.724,38.443,64.712,16.61,135.227,71.409,43.44,22.321
153.753,22.367,186.265,17.183,102.269,113.887,82.423,55.77,68.213,134.132,112.92,126.859,123.061,39.335,141.208,78.33,102.001,45.202,56.34,55.82,86.481,28.28,25.201,60.281,48.011,373.35,25.83,78.07,76.215,37.4,50.382,86.633,29.848,92.471,80.118,53.544,57.734,170.626,88.791,145.813,182.833,76.64,38.399,38.611,65.686,17.24,135.646,71.949,44.406,22.505
153.582,22.639,184.938,16.986,101.793,112.053,82.317,56.261,67.622,135.027,112.044,126.07,122.332,39.285,141.98,79.66,103.08,45.766,56.19,54.17,86.213,28.38,25.248,59.789,48.134,371.92,25.44,79.36,75.84,37.576,50.447,85.911,30.01,92.172,79.111,53.488,57.609,170.322,87.939,145.86,182.286,75.767,38.408,38.741,64.583,17.4,134.941,70.525,45.099,22.437
155.183,22.269,186.717,17.081,103.268,113.751,83.185,56.541,67.838,136.104,114.292,127.94,123.966,39.92,143.101,76.89,103.793,45.901,56.38,55.63,85.556,27.86,25.696,60.446,46.792,375.14,25.67,80.91,75.825,38.123,51.003,86.799,30.923,93.152,79.869,54.078,56.56,174.854,89.107,149.752,182.244,74.338,38.769,39.484,65.357,17.76,137.763,71.372,44.64,22.894
154.878,22.61,186.339,17.007,103.333,112.587,81.061,56.464,67.697,135.96,115.054,127.151,125.487,40.09,141.612,77.14,103.581,46.38,58.32,55.96,86.144,27.32,25.715,60.744,47.633,373.24,25.72,82.75,77.225,37.83,50.688,86.936,30.547,92.741,80.905,53.853,57.561,177.135,89.547,149.685,180.855,75.738,38.528,39.289,65.252,17.81,138.163,70.869,45.236,22.476
154.973,22.854,187.795,16.994,104.882,114.731,79.7,57.494,68.232,137.633,113.511,127.273,126.675,40.145,141.971,77.36,104.622,45.936,57.18,57.28,86.213,27.86,25.827,61.186,47.662,378.49,25.68,83.8,76.4,37.615,50.521,87.717,30.671,91.957,80.646,54.181,57.263,178.926,89.624,150.694,181.663,76.007,38.667,39.837,65.838,17.84,137.963,71.726,45.245,22.738
155.068,22.114,187.012,16.938,104.835,113.518,80.936,57.966,68.363,136.825,113.416,127.715,127.768,40.12,140.418,76.35,102.608,45.771,56.33,57.27,85.348,27.91,25.855,60.714,47.558,375.11,25.68,84.43,77.215,38.035,50.864,87.239,30.419,91.369,80.867,54.022,57.205,178.251,89.681,149.923,181.697,75.239,38.473,39.818,65.515,17.98,138.707,72.07,44.348,22.505
154.468,21.812,187.362,16.739,104.033,114.362,80.839,57.581,67.407,136.835,112.539,127.075,126.513,39.8,139.352,75.45,101.472,45.457,55.48,57.96,84.13,27.59,25.509,62.611,47.407,374.09,25.58,85.31,76.285,37.869,50.577,87.395,30.495,91.099,78.928,53.535,56.05,176.597,89.404,149.952,181.158,75.556,38.195,39.856,65.535,17.83,137.467,72.266,43.84,22.505
