"","Stanford University","Williams College","Princeton University","Harvard University","Massachusetts Institute of Technology","Yale University","Pomona College","Brown University","Swarthmore College","University of Pennsylvania","Amherst College","Northwestern University","Columbia University in the City of New York","Dartmouth College","University of Chicago","Georgetown University","Boston College","Haverford College","Duke University","Claremont McKenna College","Washington and Lee University","Cornell University","Rice University","Wellesley College","Vassar College","University of Virginia-Main Campus","Barnard College","College of William and Mary","California Institute of Technology","University of California-Berkeley","Colby College","Colgate University","Oberlin College","University of Michigan-Ann Arbor","Vanderbilt University","University of California-Los Angeles","University of North Carolina at Chapel Hill","Kenyon College","Bucknell University","Lafayette College","Harvey Mudd College","Washington University in St Louis","Villanova University","Carnegie Mellon University","Reed College","University of Southern California","Johns Hopkins University","Macalester College","University of Wisconsin-Madison","Bryn Mawr College","Union College","University of Illinois at Urbana-Champaign","Grinnell College","Brandeis University","University of Washington-Seattle Campus","Lehigh University","University of Florida","Boston University","University of Maryland-College Park","Scripps College","Skidmore College","Brigham Young University-Provo","Wheaton College","Georgia Institute of Technology-Main Campus","DePauw University","The University of Texas at Austin","University of Georgia","Trinity University","Rhodes College","Denison University","Occidental College","Centre College","George Washington University","Babson College","St Olaf College","Wofford College","Rhode Island School of Design","Case Western Reserve University","Sarah Lawrence College","Providence College","University of Miami","University of California-Santa Barbara","Indiana University-Bloomington","Southern Methodist University","University of California-San Diego","University of Minnesota-Twin Cities","University of Colorado Boulder","American University","University of California-Davis","Hobart William Smith Colleges","Purdue University-Main Campus","Muhlenberg College","Tulane University of Louisiana","Pepperdine University","Saint Johns University","The College of Wooster","Lawrence University","Drake University","University of Delaware","University of Vermont","University of Denver","Colorado School of Mines","Syracuse University","Fordham University","Beloit College","University of Connecticut","Michigan State University","Loyola Marymount University","Wabash College","Hope College","Lewis & Clark College","Marquette University","Westmont College","University of Utah","Ohio State University-Main Campus","Hendrix College","University of California-Irvine","Virginia Military Institute","Pennsylvania State University-Main Campus","California Polytechnic State University-San Luis Obispo","Clemson University","St. John's College","Elon University","Florida State University","Miami University-Oxford","Gonzaga University","Rose-Hulman Institute of Technology","University of Iowa","Baylor University","Emerson College","Calvin College","North Carolina State University at Raleigh","University of Redlands","Yeshiva University","Auburn University","Samford University","University of Oklahoma-Norman Campus","University of California-Santa Cruz","University of New Hampshire-Main Campus","University of South Carolina-Columbia","University of Dayton","University of Pittsburgh-Pittsburgh Campus","St Mary's College of Maryland","New College of Florida","College of the Ozarks","University of Tulsa","Texas Christian University","University of San Diego","Creighton University","Northeastern University","University of Missouri-Columbia","Saint Anselm College","Saint Louis University","University of Oregon","Saint Mary's College","Hampden-Sydney College","Saint Joseph's University","Clarkson University","Luther College","Butler University","United States Merchant Marine Academy","University of St Thomas","University of St Thomas","University of San Francisco","Saint Mary's College of California","Manhattan College","Illinois Wesleyan University","George Mason University","University of Nebraska-Lincoln","Wheaton College","University of Wyoming","San Diego State University","Truman State University","SUNY Buffalo State","Hanover College","Stevens Institute of Technology","Linfield College-McMinnville Campus","Thomas Aquinas College","The University of Alabama","Whitworth University","Stony Brook University","College of Saint Benedict","Iowa State University","Bradley University","Valparaiso University","Seattle University","Albion College","Southwestern University","Illinois Institute of Technology","The University of Tennessee-Knoxville","University of Arkansas","University of California-Riverside","Taylor University","Citadel Military College of South Carolina","Cornell College","The New School","University of Mary Washington","University of Dallas","Arizona State University-Tempe","Loyola University Chicago","John Carroll University","Spelman College","Nebraska Wesleyan University","Duquesne University","Seattle Pacific University","Colorado State University-Fort Collins","Simmons College","Seton Hall University","Pacific Lutheran University","California State Polytechnic University-Pomona","University of Evansville","Cedarville University","Millsaps College","University of Kentucky","Rockhurst University","University of Mississippi","California State University-Long Beach","Montana State University","Berea College","Ohio Northern University","San Jose State University","University of the Pacific","Chapman University","University of Maryland-Baltimore County","Bethel University","Bethel University","Saint Norbert College","Quinnipiac University","Utah State University","Oklahoma State University-Main Campus","New Mexico Institute of Mining and Technology","Oregon State University","Carroll College","Goshen College","Gordon College","California Lutheran University","Missouri University of Science and Technology","Sweet Briar College","Drexel University","University of Illinois at Chicago","Xavier University","University of Houston","Lebanon Valley College","Asbury University","George Fox University","SUNY College of Environmental Science and Forestry","California State University-Fullerton","Coe College","Pacific University","Western Washington University","Hamline University","Birmingham Southern College","Ouachita Baptist University","Ripon College","Biola University","University of Hawaii at Manoa","Houghton College","State University of New York at New Paltz","Howard University","University of New Mexico-Main Campus","Elizabethtown College","Morehouse College","Washington State University","Messiah College","California State University-Los Angeles","San Francisco State University","University of Cincinnati-Main Campus","Le Moyne College","Saint Mary's University of Minnesota","Appalachian State University","Texas Tech University","Adelphi University","University of North Dakota","Towson University","California State University-Chico","Brigham Young University-Idaho","New Jersey Institute of Technology","Berry College","University of South Florida-Main Campus","Michigan Technological University","Covenant College","Azusa Pacific University","Louisiana Tech University","Northwestern College","Rochester Institute of Technology","California State University-Fresno","University of Central Florida","Union University","Hofstra University","North Dakota State University-Main Campus","University of Northern Iowa","University of Idaho","Randolph College","Eckerd College","Fisk University","Augustana University","Saint Edward's University","West Virginia University","Dordt College","Ohio University-Main Campus","University of Minnesota-Morris","Georgetown College","University of Alaska Fairbanks","New Mexico State University-Main Campus","John Brown University","College of Charleston","The College of Saint Scholastica","University of Rhode Island","Belmont University","Simpson College","California State University-Sacramento","University of South Dakota","Saint John Fisher College","California State University-San Bernardino","Westminster College","Westminster College","Westminster College","Westminster College","Westminster College","Westminster College","Georgia State University","University of Northwestern-St Paul","Franciscan University of Steubenville","William Jewell College","Sonoma State University","Randolph-Macon College","University of Nevada-Reno","Marietta College","The University of Montana","Virginia Commonwealth University","Bellarmine University","Hastings College","Wesleyan College","University of Massachusetts-Lowell","Florida International University","Huntington University","The University of Texas at Dallas","University of Maine","California State University-Northridge","Pace University-New York","Elmhurst College","University of La Verne","Roanoke College","South Dakota State University","Mercer University","Doane University-Arts & Sciences","Rowan University","Florida Institute of Technology","University of Colorado Denver/Anschutz Medical Campus","SUNY Oneonta","Salem College","West Chester University of Pennsylvania","Milwaukee School of Engineering","University of North Carolina Wilmington","Loyola University New Orleans","Western State Colorado University","Erskine College","Central College","Rider University","Stockton University","Centenary College of Louisiana","University of North Carolina at Charlotte","North Central College","University of North Carolina at Asheville","University of New England","Alfred University","Capital University","Carthage College","University of Alabama in Huntsville","Lynn University","Maryville University of Saint Louis","Hiram College","Spring Hill College","Millikin University","Wells College","Wheeling Jesuit University","University of Alabama at Birmingham","University of Missouri-St Louis","North Greenville University","Oakland University","Oklahoma Baptist University","University of Southern Mississippi","University of Nevada-Las Vegas","Rhode Island College","University of Massachusetts-Boston","Oklahoma City University","Lyon College","Central Washington University","University of Nebraska at Omaha","The University of Texas Rio Grande Valley","University of Louisiana at Lafayette","Carroll University","Converse College","Oral Roberts University","Florida Southern College","Montana Tech of the University of Montana","Jackson State University","Humboldt State University","Grand Valley State University","East Carolina University","Emory & Henry College","University of Minnesota-Duluth","Bethel College-Indiana","Abilene Christian University","Old Dominion University","Wisconsin Lutheran College","University of North Carolina at Greensboro","Oglethorpe University","Otterbein University","Alma College","Tennessee Technological University","University of North Texas","The University of Texas at El Paso","Florida Atlantic University","High Point University","Clarke University","Wichita State University","Missouri State University-Springfield","Ball State University","Saint Cloud State University","University of North Florida","Wayne State University","The University of Tampa","Portland State University","University of North Georgia","University of Colorado Colorado Springs","Bloomsburg University of Pennsylvania","Kent State University at Kent","Western Kentucky University","University of New Orleans","Oregon Institute of Technology","Georgia Southern University","Western Michigan University","Mississippi College","Ashland University","Florida Gulf Coast University","Monmouth College","Maryville College","University of the Ozarks","University of Memphis","Fort Lewis College","Texas State University","Sam Houston State University","North Carolina A & T State University","Rocky Mountain College","Queens University of Charlotte","Murray State University","University of Missouri-Kansas City","Catawba College","University of Mount Union","Meredith College","Southern Illinois University-Edwardsville","Northern Illinois University","Minnesota State University-Mankato","University of Arkansas at Little Rock","Andrews University","The University of Texas at Arlington","Boise State University","University of Akron Main Campus","Texas Woman's University","Claflin University","Southern Illinois University-Carbondale","Webster University","The University of West Florida","Nova Southeastern University","East Tennessee State University","Carson-Newman University","Florida Agricultural and Mechanical University","Barry University","University of South Alabama","Aurora University","Anderson University","Anderson University","Bowling Green State University-Main Campus","Central Michigan University","University of Northern Colorado","Lamar University","Middle Tennessee State University","Kennesaw State University","Indiana University of Pennsylvania-Main Campus","Northern Kentucky University","University of Toledo","Eastern Kentucky University","Texas A & M University-Corpus Christi","Indiana University-Purdue University-Indianapolis","Indiana State University","Morgan State University","Cleveland State University","Texas A & M University-Kingsville","Liberty University","Tuskegee University","Eastern Michigan University","The University of Texas at San Antonio","Troy University","Youngstown State University","Castleton University","Metropolitan State University of Denver","Wright State University-Main Campus"
"INSTNM","Stanford University","Williams College","Princeton University","Harvard University","Massachusetts Institute of Technology","Yale University","Pomona College","Brown University","Swarthmore College","University of Pennsylvania","Amherst College","Northwestern University","Columbia University in the City of New York","Dartmouth College","University of Chicago","Georgetown University","Boston College","Haverford College","Duke University","Claremont McKenna College","Washington and Lee University","Cornell University","Rice University","Wellesley College","Vassar College","University of Virginia-Main Campus","Barnard College","College of William and Mary","California Institute of Technology","University of California-Berkeley","Colby College","Colgate University","Oberlin College","University of Michigan-Ann Arbor","Vanderbilt University","University of California-Los Angeles","University of North Carolina at Chapel Hill","Kenyon College","Bucknell University","Lafayette College","Harvey Mudd College","Washington University in St Louis","Villanova University","Carnegie Mellon University","Reed College","University of Southern California","Johns Hopkins University","Macalester College","University of Wisconsin-Madison","Bryn Mawr College","Union College","University of Illinois at Urbana-Champaign","Grinnell College","Brandeis University","University of Washington-Seattle Campus","Lehigh University","University of Florida","Boston University","University of Maryland-College Park","Scripps College","Skidmore College","Brigham Young University-Provo","Wheaton College","Georgia Institute of Technology-Main Campus","DePauw University","The University of Texas at Austin","University of Georgia","Trinity University","Rhodes College","Denison University","Occidental College","Centre College","George Washington University","Babson College","St Olaf College","Wofford College","Rhode Island School of Design","Case Western Reserve University","Sarah Lawrence College","Providence College","University of Miami","University of California-Santa Barbara","Indiana University-Bloomington","Southern Methodist University","University of California-San Diego","University of Minnesota-Twin Cities","University of Colorado Boulder","American University","University of California-Davis","Hobart William Smith Colleges","Purdue University-Main Campus","Muhlenberg College","Tulane University of Louisiana","Pepperdine University","Saint Johns University","The College of Wooster","Lawrence University","Drake University","University of Delaware","University of Vermont","University of Denver","Colorado School of Mines","Syracuse University","Fordham University","Beloit College","University of Connecticut","Michigan State University","Loyola Marymount University","Wabash College","Hope College","Lewis & Clark College","Marquette University","Westmont College","University of Utah","Ohio State University-Main Campus","Hendrix College","University of California-Irvine","Virginia Military Institute","Pennsylvania State University-Main Campus","California Polytechnic State University-San Luis Obispo","Clemson University","St. John's College","Elon University","Florida State University","Miami University-Oxford","Gonzaga University","Rose-Hulman Institute of Technology","University of Iowa","Baylor University","Emerson College","Calvin College","North Carolina State University at Raleigh","University of Redlands","Yeshiva University","Auburn University","Samford University","University of Oklahoma-Norman Campus","University of California-Santa Cruz","University of New Hampshire-Main Campus","University of South Carolina-Columbia","University of Dayton","University of Pittsburgh-Pittsburgh Campus","St Mary's College of Maryland","New College of Florida","College of the Ozarks","University of Tulsa","Texas Christian University","University of San Diego","Creighton University","Northeastern University","University of Missouri-Columbia","Saint Anselm College","Saint Louis University","University of Oregon","Saint Mary's College","Hampden-Sydney College","Saint Joseph's University","Clarkson University","Luther College","Butler University","United States Merchant Marine Academy","University of St Thomas","University of St Thomas","University of San Francisco","Saint Mary's College of California","Manhattan College","Illinois Wesleyan University","George Mason University","University of Nebraska-Lincoln","Wheaton College","University of Wyoming","San Diego State University","Truman State University","SUNY Buffalo State","Hanover College","Stevens Institute of Technology","Linfield College-McMinnville Campus","Thomas Aquinas College","The University of Alabama","Whitworth University","Stony Brook University","College of Saint Benedict","Iowa State University","Bradley University","Valparaiso University","Seattle University","Albion College","Southwestern University","Illinois Institute of Technology","The University of Tennessee-Knoxville","University of Arkansas","University of California-Riverside","Taylor University","Citadel Military College of South Carolina","Cornell College","The New School","University of Mary Washington","University of Dallas","Arizona State University-Tempe","Loyola University Chicago","John Carroll University","Spelman College","Nebraska Wesleyan University","Duquesne University","Seattle Pacific University","Colorado State University-Fort Collins","Simmons College","Seton Hall University","Pacific Lutheran University","California State Polytechnic University-Pomona","University of Evansville","Cedarville University","Millsaps College","University of Kentucky","Rockhurst University","University of Mississippi","California State University-Long Beach","Montana State University","Berea College","Ohio Northern University","San Jose State University","University of the Pacific","Chapman University","University of Maryland-Baltimore County","Bethel University","Bethel University","Saint Norbert College","Quinnipiac University","Utah State University","Oklahoma State University-Main Campus","New Mexico Institute of Mining and Technology","Oregon State University","Carroll College","Goshen College","Gordon College","California Lutheran University","Missouri University of Science and Technology","Sweet Briar College","Drexel University","University of Illinois at Chicago","Xavier University","University of Houston","Lebanon Valley College","Asbury University","George Fox University","SUNY College of Environmental Science and Forestry","California State University-Fullerton","Coe College","Pacific University","Western Washington University","Hamline University","Birmingham Southern College","Ouachita Baptist University","Ripon College","Biola University","University of Hawaii at Manoa","Houghton College","State University of New York at New Paltz","Howard University","University of New Mexico-Main Campus","Elizabethtown College","Morehouse College","Washington State University","Messiah College","California State University-Los Angeles","San Francisco State University","University of Cincinnati-Main Campus","Le Moyne College","Saint Mary's University of Minnesota","Appalachian State University","Texas Tech University","Adelphi University","University of North Dakota","Towson University","California State University-Chico","Brigham Young University-Idaho","New Jersey Institute of Technology","Berry College","University of South Florida-Main Campus","Michigan Technological University","Covenant College","Azusa Pacific University","Louisiana Tech University","Northwestern College","Rochester Institute of Technology","California State University-Fresno","University of Central Florida","Union University","Hofstra University","North Dakota State University-Main Campus","University of Northern Iowa","University of Idaho","Randolph College","Eckerd College","Fisk University","Augustana University","Saint Edward's University","West Virginia University","Dordt College","Ohio University-Main Campus","University of Minnesota-Morris","Georgetown College","University of Alaska Fairbanks","New Mexico State University-Main Campus","John Brown University","College of Charleston","The College of Saint Scholastica","University of Rhode Island","Belmont University","Simpson College","California State University-Sacramento","University of South Dakota","Saint John Fisher College","California State University-San Bernardino","Westminster College","Westminster College","Westminster College","Westminster College","Westminster College","Westminster College","Georgia State University","University of Northwestern-St Paul","Franciscan University of Steubenville","William Jewell College","Sonoma State University","Randolph-Macon College","University of Nevada-Reno","Marietta College","The University of Montana","Virginia Commonwealth University","Bellarmine University","Hastings College","Wesleyan College","University of Massachusetts-Lowell","Florida International University","Huntington University","The University of Texas at Dallas","University of Maine","California State University-Northridge","Pace University-New York","Elmhurst College","University of La Verne","Roanoke College","South Dakota State University","Mercer University","Doane University-Arts & Sciences","Rowan University","Florida Institute of Technology","University of Colorado Denver/Anschutz Medical Campus","SUNY Oneonta","Salem College","West Chester University of Pennsylvania","Milwaukee School of Engineering","University of North Carolina Wilmington","Loyola University New Orleans","Western State Colorado University","Erskine College","Central College","Rider University","Stockton University","Centenary College of Louisiana","University of North Carolina at Charlotte","North Central College","University of North Carolina at Asheville","University of New England","Alfred University","Capital University","Carthage College","University of Alabama in Huntsville","Lynn University","Maryville University of Saint Louis","Hiram College","Spring Hill College","Millikin University","Wells College","Wheeling Jesuit University","University of Alabama at Birmingham","University of Missouri-St Louis","North Greenville University","Oakland University","Oklahoma Baptist University","University of Southern Mississippi","University of Nevada-Las Vegas","Rhode Island College","University of Massachusetts-Boston","Oklahoma City University","Lyon College","Central Washington University","University of Nebraska at Omaha","The University of Texas Rio Grande Valley","University of Louisiana at Lafayette","Carroll University","Converse College","Oral Roberts University","Florida Southern College","Montana Tech of the University of Montana","Jackson State University","Humboldt State University","Grand Valley State University","East Carolina University","Emory & Henry College","University of Minnesota-Duluth","Bethel College-Indiana","Abilene Christian University","Old Dominion University","Wisconsin Lutheran College","University of North Carolina at Greensboro","Oglethorpe University","Otterbein University","Alma College","Tennessee Technological University","University of North Texas","The University of Texas at El Paso","Florida Atlantic University","High Point University","Clarke University","Wichita State University","Missouri State University-Springfield","Ball State University","Saint Cloud State University","University of North Florida","Wayne State University","The University of Tampa","Portland State University","University of North Georgia","University of Colorado Colorado Springs","Bloomsburg University of Pennsylvania","Kent State University at Kent","Western Kentucky University","University of New Orleans","Oregon Institute of Technology","Georgia Southern University","Western Michigan University","Mississippi College","Ashland University","Florida Gulf Coast University","Monmouth College","Maryville College","University of the Ozarks","University of Memphis","Fort Lewis College","Texas State University","Sam Houston State University","North Carolina A & T State University","Rocky Mountain College","Queens University of Charlotte","Murray State University","University of Missouri-Kansas City","Catawba College","University of Mount Union","Meredith College","Southern Illinois University-Edwardsville","Northern Illinois University","Minnesota State University-Mankato","University of Arkansas at Little Rock","Andrews University","The University of Texas at Arlington","Boise State University","University of Akron Main Campus","Texas Woman's University","Claflin University","Southern Illinois University-Carbondale","Webster University","The University of West Florida","Nova Southeastern University","East Tennessee State University","Carson-Newman University","Florida Agricultural and Mechanical University","Barry University","University of South Alabama","Aurora University","Anderson University","Anderson University","Bowling Green State University-Main Campus","Central Michigan University","University of Northern Colorado","Lamar University","Middle Tennessee State University","Kennesaw State University","Indiana University of Pennsylvania-Main Campus","Northern Kentucky University","University of Toledo","Eastern Kentucky University","Texas A & M University-Corpus Christi","Indiana University-Purdue University-Indianapolis","Indiana State University","Morgan State University","Cleveland State University","Texas A & M University-Kingsville","Liberty University","Tuskegee University","Eastern Michigan University","The University of Texas at San Antonio","Troy University","Youngstown State University","Castleton University","Metropolitan State University of Denver","Wright State University-Main Campus"
"School Type","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Public","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Public","Public","Private for-profit","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Public","Public","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Public","Private for-profit","Private for-profit","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Public","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Private for-profit","Public","Private for-profit","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Public","Public","Private for-profit","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Public","Private for-profit","Public","Private for-profit","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Public","Public","Public","Public","Private for-profit","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Private for-profit","Public","Public","Public","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Public","Private for-profit","Private for-profit","Private for-profit","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Public","Private for-profit","Private for-profit","Public","Public","Public","Public","Public","Public","Public"
